order_id,cost_total,date,customer_id,staff_id
274,17.83,02/27/2022,402,10
275,12.5,02/28/2022,386,5
276,15.24,02/28/2022,130,1
277,5.84,02/28/2022,374,4
278,6.63,02/28/2022,513,6
279,7.68,02/28/2022,238,7
280,11.95,02/28/2022,564,4
281,10.19,02/28/2022,134,11
282,11.7,02/28/2022,331,1
283,11.45,02/28/2022,507,10
284,3.22,02/28/2022,143,14
285,3.78,02/28/2022,580,2
286,12.55,02/28/2022,94,3
287,8.65,02/28/2022,941,4
288,13.03,02/28/2022,130,1
289,19.68,02/28/2022,284,14
290,8.91,02/28/2022,892,7
291,18.88,02/28/2022,272,2
292,9.97,02/28/2022,12,6
293,17.56,02/28/2022,557,12
294,11.67,02/28/2022,336,8
295,16.17,02/28/2022,145,2
296,7.12,02/28/2022,923,12
297,3.05,02/28/2022,253,3
298,3.66,02/28/2022,622,7
299,12.07,02/28/2022,680,10
300,17.95,02/28/2022,127,3
301,6.11,02/28/2022,913,12
302,19.14,02/28/2022,418,8
303,3.12,02/28/2022,924,10
304,2.32,02/28/2022,767,15
305,9.16,02/28/2022,384,9
306,4.29,02/28/2022,364,6
307,13.49,02/28/2022,237,1
308,5.48,02/28/2022,504,15
309,17.89,02/28/2022,312,5
310,13.46,02/28/2022,781,11
311,19.2,02/28/2022,200,2
312,1.91,02/28/2022,322,8
313,14.22,02/28/2022,319,7
314,8.46,02/28/2022,402,2
315,12.37,02/28/2022,4,8
316,9.09,02/28/2022,194,15
317,6.51,02/28/2022,15,14
318,10.93,02/28/2022,284,5
319,19.52,02/28/2022,257,7
320,15.91,02/28/2022,648,3
321,8.55,02/28/2022,511,8
322,15.24,02/28/2022,366,10
323,17.2,02/28/2022,760,15
324,17.31,02/28/2022,304,6
325,3.82,02/28/2022,136,11
326,2.74,02/28/2022,514,14
327,4.78,02/28/2022,995,1
328,4.2,02/28/2022,804,10
329,7.04,02/28/2022,700,5
330,18.29,02/28/2022,55,13
331,6.27,02/28/2022,324,6
332,5.44,02/28/2022,859,1
333,17.64,02/28/2022,583,9
334,4.29,02/28/2022,62,10
335,14.34,02/28/2022,917,8
336,6.77,02/28/2022,571,14
337,7.49,02/28/2022,893,2
338,1.46,02/28/2022,744,15
339,18.41,02/28/2022,479,6
340,14.09,02/28/2022,600,15
341,15.44,02/28/2022,950,10
342,11.76,02/28/2022,258,13
343,10.57,02/28/2022,704,8
344,7.03,02/28/2022,705,6
345,3.01,02/28/2022,793,11
346,4.63,02/28/2022,781,8
347,11.02,02/28/2022,396,15
348,8.74,02/28/2022,495,1
349,4.7,02/28/2022,924,6
350,8.2,02/28/2022,525,3
351,7.28,02/28/2022,821,15
352,13.89,02/28/2022,611,9
353,6.99,02/28/2022,800,11
354,19.88,02/28/2022,250,4
355,10.75,02/28/2022,848,13
356,4.55,02/28/2022,949,11
357,7.11,02/28/2022,52,8
358,12.32,02/28/2022,953,6
359,16.61,02/28/2022,962,1
360,15.88,02/28/2022,79,2
361,4.23,02/28/2022,455,15
362,15.18,02/28/2022,433,14
363,13.16,02/28/2022,872,9
364,4.06,02/28/2022,569,7
365,11.28,02/28/2022,744,7
366,12.58,02/28/2022,768,9
367,11.37,02/28/2022,144,2
368,2.76,02/28/2022,92,12
369,6.64,02/28/2022,883,15
370,9.74,02/28/2022,323,8
371,4.4,02/28/2022,88,5
372,17.03,02/28/2022,396,11
373,13.93,02/28/2022,13,12
374,19.03,02/28/2022,761,4
375,6.41,02/28/2022,318,15
376,15.93,02/28/2022,790,3
377,12.55,02/28/2022,151,4
378,8.79,02/28/2022,832,6
379,19.82,02/28/2022,166,15
380,13.65,02/28/2022,148,13
381,17.47,02/28/2022,940,15
382,9.86,02/28/2022,325,2
383,5.36,02/28/2022,534,10
384,12.43,02/28/2022,598,6
385,8.39,02/28/2022,637,13
386,16.64,02/28/2022,282,14
387,10.85,02/28/2022,859,14
388,2.71,02/28/2022,516,11
389,14.88,02/28/2022,910,1
390,3.63,02/28/2022,49,3
391,6.9,02/28/2022,38,3
392,8.24,02/28/2022,417,6
393,1.98,02/28/2022,296,12
394,12.11,02/28/2022,767,5
395,15.35,02/28/2022,387,7
396,6.84,02/28/2022,878,5
397,1.72,02/28/2022,893,2
398,3.22,02/28/2022,219,9
399,12.88,02/28/2022,371,6
400,15.9,02/28/2022,112,9
401,9.67,02/28/2022,344,3
402,15.87,02/28/2022,756,1
403,16.6,02/28/2022,683,11
404,1.98,02/28/2022,937,8
405,18.73,02/28/2022,686,2
406,2.63,02/28/2022,873,1
407,7.18,02/28/2022,131,15
408,14.69,02/28/2022,65,15
409,16.3,02/28/2022,682,2
410,16.58,02/28/2022,728,13
411,2.57,02/28/2022,169,6
412,2.87,02/28/2022,801,13
413,19.03,02/28/2022,82,3
414,8.43,02/28/2022,714,7
415,17.61,02/28/2022,166,3
416,14.19,02/28/2022,591,1
417,17.28,02/28/2022,702,8
418,2.24,02/28/2022,510,10
419,11.34,02/28/2022,182,4
420,17.62,02/28/2022,306,14
421,16.92,02/28/2022,357,12
422,9.82,02/28/2022,751,1
423,6.59,02/28/2022,314,13
424,5.97,02/28/2022,77,15
425,1.66,02/28/2022,85,9
426,18.87,02/28/2022,211,6
427,3.59,02/28/2022,694,6
428,9.61,02/28/2022,163,12
429,10.11,02/28/2022,487,11
430,11.58,02/28/2022,719,14
431,16.97,02/28/2022,467,14
432,6.03,02/28/2022,22,14
433,1.5,02/28/2022,609,11
434,8.81,02/28/2022,330,5
435,10.31,02/28/2022,239,15
436,8.38,02/28/2022,478,12
437,16.02,02/28/2022,66,9
438,5.12,02/28/2022,545,13
439,16.62,02/28/2022,367,5
440,16.64,02/28/2022,546,15
441,8.01,02/28/2022,964,2
442,12.82,02/28/2022,597,6
443,17.44,02/28/2022,546,11
444,3.21,02/28/2022,554,5
445,14.25,02/28/2022,466,14
446,6.98,02/28/2022,733,3
447,18.65,02/28/2022,37,15
448,7.09,02/28/2022,133,13
449,14.2,02/28/2022,97,1
450,11.6,02/28/2022,739,11
451,8.15,02/28/2022,378,5
452,3.95,02/28/2022,232,9
453,6.74,02/28/2022,630,11
454,16.0,02/28/2022,301,8
455,6.47,02/28/2022,465,3
456,17.61,02/28/2022,441,13
457,9.71,02/28/2022,14,13
458,15.22,02/28/2022,737,2
459,9.74,02/28/2022,21,13
460,4.34,02/28/2022,223,14
461,1.42,02/28/2022,571,11
462,8.73,02/28/2022,920,4
463,5.98,02/28/2022,581,14
464,8.41,02/28/2022,768,3
465,2.49,02/28/2022,905,3
466,10.21,02/28/2022,601,5
467,1.79,02/28/2022,733,10
468,7.41,02/28/2022,400,2
469,13.6,02/28/2022,879,1
470,7.28,02/28/2022,655,2
471,6.81,02/28/2022,229,11
472,12.06,02/28/2022,10,3
473,14.38,02/28/2022,861,5
474,11.43,02/28/2022,442,6
475,13.36,02/28/2022,615,9
476,17.03,02/28/2022,99,15
477,9.58,02/28/2022,99,11
478,3.74,02/28/2022,299,3
479,17.23,02/28/2022,721,8
480,8.8,02/28/2022,992,11
481,14.65,02/28/2022,254,10
482,15.6,02/28/2022,379,3
483,12.71,02/28/2022,420,7
484,16.34,02/28/2022,664,7
485,6.22,02/28/2022,393,4
486,8.8,02/28/2022,791,13
487,14.23,02/28/2022,775,12
488,4.17,02/28/2022,127,4
489,17.65,02/28/2022,103,4
490,9.16,02/28/2022,896,9
491,2.88,02/28/2022,411,6
492,4.2,02/28/2022,285,4
493,1.94,02/28/2022,175,5
494,7.69,02/28/2022,31,12
495,19.18,02/28/2022,854,10
496,4.15,02/28/2022,36,13
497,5.27,02/28/2022,206,7
498,5.42,02/28/2022,19,13
499,9.32,02/28/2022,363,11
500,5.33,02/28/2022,556,2
501,13.51,02/28/2022,371,6
502,11.2,02/28/2022,3,1
503,4.03,02/28/2022,289,13
504,19.75,02/28/2022,339,7
505,2.89,02/28/2022,320,1
506,2.9,02/28/2022,54,6
507,17.81,02/28/2022,139,3
508,18.99,02/28/2022,156,5
509,16.48,02/28/2022,162,2
510,5.09,02/28/2022,739,2
511,4.49,02/28/2022,397,9
512,9.67,02/28/2022,291,9
513,7.12,02/28/2022,97,6
514,8.63,02/28/2022,165,10
515,5.64,02/28/2022,666,3
516,11.63,02/28/2022,725,10
517,3.89,02/28/2022,102,10
518,10.91,02/28/2022,87,11
519,5.41,02/28/2022,630,10
520,16.95,02/28/2022,430,8
521,12.15,02/28/2022,561,8
522,2.44,02/28/2022,60,15
523,4.19,02/28/2022,792,4
524,5.11,02/28/2022,212,8
525,16.75,02/28/2022,666,5
526,18.42,02/28/2022,643,13
527,7.03,02/28/2022,114,1
528,6.69,02/28/2022,247,1
529,13.13,02/28/2022,807,13
530,3.36,02/28/2022,231,5
531,11.8,02/28/2022,286,3
532,6.59,02/28/2022,915,14
533,17.37,02/28/2022,893,10
534,18.69,02/28/2022,729,10
535,2.25,02/28/2022,735,9
536,5.22,02/28/2022,983,15
537,18.36,02/28/2022,526,10
538,17.63,02/28/2022,301,13
539,15.36,02/28/2022,507,7
540,17.72,02/28/2022,183,4
541,14.51,02/28/2022,48,7
542,2.51,03/01/2022,596,14
543,16.57,03/01/2022,169,1
544,17.24,03/01/2022,569,10
545,4.31,03/01/2022,356,8
546,11.53,03/01/2022,673,13
547,9.82,03/01/2022,977,5
548,18.13,03/01/2022,857,7
549,18.26,03/01/2022,632,11
550,17.16,03/01/2022,305,7
551,12.14,03/01/2022,329,4
552,11.43,03/01/2022,125,12
553,16.62,03/01/2022,350,13
554,15.13,03/01/2022,101,3
555,1.65,03/01/2022,827,2
556,17.97,03/01/2022,905,8
557,12.73,03/01/2022,593,7
558,18.21,03/01/2022,339,2
559,16.36,03/01/2022,645,15
560,18.49,03/01/2022,692,14
561,10.58,03/01/2022,949,15
562,18.65,03/01/2022,580,14
563,11.65,03/01/2022,553,8
564,15.6,03/01/2022,694,10
565,3.54,03/01/2022,772,3
566,15.82,03/01/2022,371,11
567,4.16,03/01/2022,323,4
568,14.36,03/01/2022,318,7
569,3.75,03/01/2022,717,7
570,5.65,03/01/2022,217,5
571,7.17,03/01/2022,554,12
572,15.44,03/01/2022,245,14
573,1.66,03/01/2022,400,10
574,10.13,03/01/2022,19,13
575,7.69,03/01/2022,849,12
576,2.6,03/01/2022,561,9
577,13.25,03/01/2022,884,12
578,8.83,03/01/2022,348,1
579,9.48,03/01/2022,498,10
580,14.7,03/01/2022,780,13
581,14.85,03/01/2022,114,5
582,5.83,03/01/2022,650,8
583,7.12,03/01/2022,168,15
584,15.31,03/01/2022,731,7
585,13.03,03/01/2022,134,14
586,6.15,03/01/2022,639,8
587,19.1,03/01/2022,638,8
588,17.45,03/01/2022,805,4
589,4.32,03/01/2022,391,10
590,14.89,03/01/2022,525,7
591,3.92,03/01/2022,296,4
592,17.26,03/01/2022,762,14
593,5.99,03/01/2022,366,14
594,8.97,03/01/2022,40,3
595,3.29,03/01/2022,26,5
596,5.01,03/01/2022,497,5
597,7.98,03/01/2022,130,9
598,6.8,03/01/2022,16,8
599,16.08,03/01/2022,395,12
600,9.58,03/01/2022,33,1
601,7.09,03/01/2022,188,11
602,3.04,03/01/2022,582,15
603,2.65,03/01/2022,569,2
604,11.73,03/01/2022,701,13
605,19.92,03/01/2022,640,7
606,2.86,03/01/2022,684,8
607,5.12,03/01/2022,987,5
608,1.5,03/01/2022,72,12
609,10.58,03/01/2022,935,4
610,2.43,03/01/2022,778,15
611,6.08,03/01/2022,903,7
612,14.37,03/01/2022,975,8
613,5.6,03/01/2022,531,2
614,8.64,03/01/2022,872,13
615,15.4,03/01/2022,385,13
616,18.21,03/01/2022,632,10
617,19.87,03/01/2022,115,14
618,3.63,03/01/2022,89,9
619,6.4,03/01/2022,134,8
620,5.82,03/01/2022,276,7
621,1.83,03/01/2022,79,3
622,14.29,03/01/2022,358,1
623,4.12,03/01/2022,775,10
624,11.89,03/01/2022,34,5
625,10.21,03/01/2022,140,2
626,19.32,03/01/2022,983,10
627,6.39,03/01/2022,801,11
628,14.22,03/01/2022,330,7
629,11.92,03/01/2022,314,11
630,9.0,03/01/2022,361,6
631,2.89,03/01/2022,743,1
632,12.25,03/01/2022,136,12
633,15.6,03/01/2022,242,5
634,3.14,03/01/2022,454,12
635,7.52,03/01/2022,358,2
636,18.26,03/01/2022,295,15
637,18.08,03/01/2022,56,4
638,10.25,03/01/2022,361,10
639,10.94,03/01/2022,371,6
640,16.15,03/01/2022,683,15
641,9.6,03/01/2022,895,7
642,4.46,03/01/2022,59,15
643,7.44,03/01/2022,624,8
644,11.59,03/01/2022,856,3
645,8.72,03/01/2022,311,7
646,16.94,03/01/2022,56,11
647,15.22,03/01/2022,505,5
648,12.22,03/01/2022,79,1
649,15.09,03/01/2022,47,6
650,19.07,03/01/2022,362,3
651,18.36,03/01/2022,758,5
652,13.66,03/01/2022,385,4
653,8.28,03/01/2022,89,14
654,11.72,03/01/2022,949,3
655,17.79,03/01/2022,158,10
656,13.99,03/01/2022,120,4
657,5.16,03/01/2022,515,12
658,7.6,03/01/2022,896,9
659,10.85,03/01/2022,836,14
660,2.51,03/01/2022,325,4
661,5.69,03/01/2022,834,2
662,8.31,03/01/2022,483,13
663,10.8,03/01/2022,296,12
664,13.7,03/01/2022,911,5
665,6.74,03/01/2022,156,4
666,6.68,03/01/2022,150,3
667,4.87,03/01/2022,487,9
668,1.23,03/01/2022,600,6
669,8.54,03/01/2022,814,13
670,4.89,03/01/2022,624,13
671,1.57,03/01/2022,454,13
672,12.76,03/01/2022,889,13
673,15.66,03/01/2022,118,6
674,18.0,03/01/2022,516,7
675,12.47,03/01/2022,393,11
676,1.95,03/01/2022,711,14
677,3.78,03/01/2022,355,5
678,3.13,03/01/2022,876,10
679,6.21,03/01/2022,295,6
680,5.65,03/01/2022,860,12
681,7.47,03/01/2022,519,8
682,8.08,03/01/2022,948,14
683,3.52,03/01/2022,158,10
684,9.81,03/01/2022,300,3
685,13.96,03/01/2022,49,14
686,15.58,03/01/2022,491,15
687,3.16,03/01/2022,432,12
688,2.6,03/01/2022,432,6
689,10.63,03/01/2022,706,1
690,6.16,03/01/2022,182,7
691,5.86,03/01/2022,773,1
692,3.31,03/01/2022,834,4
693,13.43,03/01/2022,928,11
694,6.95,03/01/2022,975,8
695,17.79,03/01/2022,762,15
696,5.14,03/01/2022,57,8
697,16.66,03/01/2022,441,4
698,4.25,03/01/2022,880,1
699,11.92,03/01/2022,697,7
700,3.61,03/01/2022,254,3
701,5.24,03/01/2022,933,12
702,8.4,03/01/2022,663,14
703,17.68,03/01/2022,822,7
704,12.83,03/01/2022,229,3
705,7.0,03/01/2022,817,7
706,4.23,03/01/2022,465,5
707,13.8,03/01/2022,431,15
708,9.94,03/01/2022,541,5
709,6.73,03/01/2022,733,15
710,9.59,03/01/2022,916,9
711,14.66,03/01/2022,607,5
712,16.79,03/01/2022,587,15
713,17.56,03/01/2022,832,10
714,4.66,03/01/2022,355,1
715,4.75,03/01/2022,786,15
716,4.35,03/01/2022,703,3
717,3.55,03/01/2022,852,11
718,17.74,03/01/2022,497,7
719,6.48,03/01/2022,90,11
720,17.68,03/01/2022,725,12
721,18.89,03/01/2022,214,14
722,15.46,03/01/2022,740,8
723,11.34,03/01/2022,229,12
724,17.43,03/01/2022,257,2
725,3.35,03/01/2022,384,12
726,15.52,03/01/2022,610,12
727,11.09,03/01/2022,238,9
728,11.92,03/01/2022,545,14
729,10.8,03/01/2022,17,7
730,15.22,03/01/2022,80,14
731,16.89,03/01/2022,12,7
732,2.92,03/01/2022,310,12
733,13.56,03/01/2022,596,4
734,13.48,03/01/2022,490,7
735,7.09,03/01/2022,391,13
736,2.95,03/01/2022,642,12
737,6.31,03/01/2022,7,13
738,5.42,03/01/2022,745,6
739,14.41,03/01/2022,81,15
740,16.16,03/01/2022,939,4
741,14.99,03/01/2022,957,2
742,10.2,03/01/2022,2,7
743,4.05,03/01/2022,811,14
744,10.55,03/01/2022,915,11
745,7.53,03/01/2022,374,12
746,15.22,03/01/2022,232,3
747,19.9,03/01/2022,48,7
748,4.3,03/01/2022,903,10
749,2.02,03/01/2022,928,12
750,11.31,03/01/2022,851,9
751,2.83,03/01/2022,467,5
752,16.29,03/01/2022,740,3
753,3.13,03/01/2022,596,14
754,12.58,03/01/2022,521,1
755,8.61,03/01/2022,451,6
756,2.9,03/01/2022,734,2
757,13.12,03/01/2022,893,7
758,15.98,03/01/2022,21,4
759,5.13,03/01/2022,897,7
760,8.63,03/01/2022,639,7
761,17.86,03/01/2022,878,14
762,3.5,03/01/2022,904,7
763,8.71,03/01/2022,614,12
764,16.02,03/01/2022,318,3
765,10.79,03/01/2022,879,1
766,13.61,03/01/2022,249,11
767,6.43,03/01/2022,958,9
768,12.12,03/01/2022,398,2
769,16.63,03/01/2022,663,14
770,16.99,03/01/2022,1,14
771,9.24,03/01/2022,117,14
772,3.32,03/01/2022,648,5
773,3.41,03/01/2022,48,10
774,3.67,03/01/2022,487,6
775,3.0,03/01/2022,648,4
776,9.6,03/01/2022,855,15
777,18.85,03/01/2022,754,10
778,3.0,03/01/2022,791,1
779,4.57,03/01/2022,758,10
780,2.23,03/01/2022,242,9
781,15.59,03/01/2022,544,3
782,9.18,03/01/2022,249,4
783,11.58,03/01/2022,623,10
784,19.39,03/01/2022,886,3
785,14.87,03/01/2022,405,12
786,17.46,03/01/2022,32,14
787,7.19,03/01/2022,957,1
788,17.64,03/01/2022,859,14
789,12.91,03/01/2022,662,14
790,10.13,03/01/2022,406,1
791,15.08,03/01/2022,706,1
792,18.9,03/01/2022,436,11
793,3.97,03/01/2022,599,14
794,5.38,03/01/2022,685,5
795,13.46,03/01/2022,776,5
796,11.62,03/01/2022,289,15
797,13.4,03/01/2022,563,1
798,7.37,03/01/2022,375,11
799,3.94,03/01/2022,918,2
800,7.78,03/01/2022,169,10
801,18.55,03/01/2022,904,11
802,17.72,03/01/2022,85,10
803,5.21,03/01/2022,831,13
804,14.4,03/01/2022,128,15
805,8.35,03/01/2022,100,13
806,4.05,03/01/2022,157,15
807,4.19,03/01/2022,601,14
808,16.79,03/01/2022,38,3
809,8.75,03/01/2022,677,10
810,5.77,03/02/2022,700,1
811,5.42,03/02/2022,234,10
812,2.24,03/02/2022,934,15
813,5.53,03/02/2022,200,12
814,8.22,03/02/2022,623,9
815,16.64,03/02/2022,475,4
816,5.88,03/02/2022,266,13
817,11.42,03/02/2022,574,13
818,17.35,03/02/2022,580,13
819,2.86,03/02/2022,556,2
820,6.11,03/02/2022,12,13
821,5.38,03/02/2022,853,12
