order_id,cost_total,date,customer_id,staff_id
133,7.06,02/27/2022,362,4
134,13.78,02/27/2022,576,5
135,11.01,02/27/2022,303,13
136,11.64,02/27/2022,907,5
137,18.17,02/27/2022,142,6
138,12.4,02/27/2022,639,14
139,6.24,02/27/2022,382,2
140,10.21,02/27/2022,126,2
141,13.07,02/27/2022,477,10
142,4.15,02/27/2022,891,1
143,17.73,02/27/2022,36,6
144,7.99,02/27/2022,354,2
145,2.99,02/27/2022,306,9
146,13.55,02/27/2022,264,1
147,14.32,02/27/2022,421,5
148,12.6,02/27/2022,318,2
149,17.96,02/27/2022,31,10
150,8.63,02/27/2022,196,10
151,8.2,02/27/2022,918,2
152,1.8,02/27/2022,490,3
153,6.23,02/27/2022,316,1
154,6.75,02/27/2022,243,4
155,18.33,02/27/2022,562,12
156,9.67,02/27/2022,90,8
157,14.78,02/27/2022,831,15
158,6.74,02/27/2022,360,13
159,15.51,02/27/2022,586,9
160,15.86,02/27/2022,310,14
161,9.75,02/27/2022,482,15
162,12.43,02/27/2022,546,8
163,6.63,02/27/2022,940,14
164,19.55,02/27/2022,7,9
165,6.81,02/27/2022,247,9
166,5.34,02/27/2022,34,9
167,7.5,02/27/2022,457,1
168,16.33,02/27/2022,324,4
169,13.35,02/27/2022,397,11
170,15.76,02/27/2022,576,1
171,17.79,02/27/2022,933,11
172,5.98,02/27/2022,590,13
173,15.65,02/27/2022,542,6
174,14.97,02/27/2022,634,10
175,17.38,02/27/2022,915,11
176,1.71,02/27/2022,507,1
177,6.76,02/27/2022,729,9
178,4.8,02/27/2022,470,15
179,5.33,02/27/2022,844,11
180,11.72,02/27/2022,882,15
181,1.92,02/27/2022,975,12
182,14.73,02/27/2022,653,7
183,6.25,02/27/2022,368,13
184,12.22,02/27/2022,896,3
185,9.07,02/27/2022,986,13
186,18.25,02/27/2022,636,1
187,19.14,02/27/2022,230,10
188,11.79,02/27/2022,516,2
189,15.71,02/27/2022,528,4
190,7.63,02/27/2022,251,1
191,16.69,02/27/2022,894,6
192,5.61,02/27/2022,94,1
193,18.03,02/27/2022,867,3
194,8.86,02/27/2022,599,7
195,11.64,02/27/2022,879,7
196,15.73,02/27/2022,350,3
197,2.27,02/27/2022,368,13
198,6.62,02/27/2022,392,5
199,5.37,02/27/2022,270,13
200,19.9,02/27/2022,966,1
201,5.96,02/27/2022,710,7
202,7.41,02/27/2022,141,13
203,17.46,02/27/2022,4,14
204,14.93,02/27/2022,952,9
205,10.02,02/27/2022,81,11
206,17.13,02/27/2022,404,9
207,11.2,02/27/2022,338,2
208,14.84,02/27/2022,951,11
209,19.54,02/27/2022,313,15
210,12.97,02/27/2022,397,9
211,15.03,02/27/2022,267,6
212,7.85,02/27/2022,674,2
213,4.1,02/27/2022,442,8
214,1.62,02/27/2022,57,4
215,13.73,02/27/2022,933,5
216,18.18,02/27/2022,193,9
217,13.35,02/27/2022,51,10
218,3.01,02/27/2022,522,10
219,11.5,02/27/2022,419,6
220,8.97,02/27/2022,814,13
221,8.38,02/27/2022,438,2
222,17.24,02/27/2022,554,2
223,6.98,02/27/2022,296,6
224,3.26,02/27/2022,335,11
225,10.49,02/27/2022,468,9
226,2.83,02/27/2022,349,2
227,3.28,02/27/2022,641,5
228,13.43,02/27/2022,197,13
229,2.95,02/27/2022,935,1
230,14.5,02/27/2022,610,10
231,5.24,02/27/2022,429,5
232,1.18,02/27/2022,67,10
233,11.07,02/27/2022,268,6
234,8.53,02/27/2022,684,4
235,1.5,02/27/2022,711,3
236,16.46,02/27/2022,794,2
237,17.11,02/27/2022,208,7
238,9.08,02/27/2022,44,15
239,3.36,02/27/2022,532,11
240,10.84,02/27/2022,584,7
241,7.34,02/27/2022,330,11
242,6.8,02/27/2022,945,8
243,16.4,02/27/2022,316,4
244,13.75,02/27/2022,752,8
245,9.23,02/27/2022,74,2
246,10.98,02/27/2022,262,5
247,9.57,02/27/2022,983,8
248,18.9,02/27/2022,43,1
249,15.18,02/27/2022,651,9
250,9.38,02/27/2022,683,3
251,17.11,02/27/2022,621,11
252,8.05,02/27/2022,864,1
253,6.61,02/27/2022,1000,3
254,17.42,02/27/2022,995,9
255,14.26,02/27/2022,40,7
256,8.2,02/27/2022,233,14
257,12.19,02/27/2022,859,14
258,14.13,02/27/2022,535,5
259,6.94,02/27/2022,166,6
260,7.24,02/27/2022,472,11
261,3.03,02/27/2022,626,3
262,2.19,02/27/2022,294,7
263,18.44,02/27/2022,55,3
264,10.03,02/27/2022,955,15
265,5.42,02/27/2022,730,15
266,4.19,02/27/2022,317,12
267,19.07,02/27/2022,930,11
268,1.12,02/27/2022,305,12
269,17.32,02/27/2022,112,11
270,10.35,02/28/2022,976,7
271,7.23,02/28/2022,183,5
272,18.54,02/28/2022,558,10
273,2.26,02/28/2022,299,15
274,5.41,02/28/2022,982,12
275,4.22,02/28/2022,701,4
276,7.37,02/28/2022,620,8
277,16.39,02/28/2022,528,7
278,2.16,02/28/2022,56,11
279,10.05,02/28/2022,917,13
280,8.2,02/28/2022,819,3
281,12.36,02/28/2022,350,5
282,11.16,02/28/2022,970,8
283,1.75,02/28/2022,119,15
284,8.88,02/28/2022,16,10
285,5.99,02/28/2022,427,13
286,3.67,02/28/2022,725,9
287,10.38,02/28/2022,802,8
288,6.88,02/28/2022,385,2
289,10.33,02/28/2022,551,5
290,8.99,02/28/2022,811,1
291,7.14,02/28/2022,285,7
292,6.51,02/28/2022,38,9
293,3.08,02/28/2022,219,9
294,9.1,02/28/2022,969,5
295,2.42,02/28/2022,868,3
296,6.16,02/28/2022,615,3
297,17.2,02/28/2022,591,14
298,17.42,02/28/2022,686,9
299,15.5,02/28/2022,305,1
300,3.84,02/28/2022,914,4
301,19.47,02/28/2022,305,12
302,19.48,02/28/2022,320,2
303,4.29,02/28/2022,648,2
304,7.91,02/28/2022,937,14
305,1.91,02/28/2022,426,4
306,7.99,02/28/2022,626,1
307,15.61,02/28/2022,130,14
308,15.7,02/28/2022,51,3
309,4.7,02/28/2022,935,11
310,4.7,02/28/2022,980,3
311,7.76,02/28/2022,684,4
312,2.12,02/28/2022,182,8
313,6.08,02/28/2022,252,7
314,11.05,02/28/2022,886,10
315,9.9,02/28/2022,452,6
316,6.55,02/28/2022,81,2
317,19.48,02/28/2022,63,2
318,1.57,02/28/2022,489,1
319,15.04,02/28/2022,344,8
320,13.35,02/28/2022,29,13
321,4.13,02/28/2022,182,7
322,2.11,02/28/2022,487,9
323,8.3,02/28/2022,777,14
324,17.59,02/28/2022,802,11
325,12.6,02/28/2022,122,2
326,5.89,02/28/2022,204,1
327,13.31,02/28/2022,673,8
328,4.68,02/28/2022,933,1
329,11.85,02/28/2022,324,9
330,1.91,02/28/2022,162,7
331,8.77,02/28/2022,430,3
332,8.7,02/28/2022,2,10
333,10.28,02/28/2022,885,9
334,4.19,02/28/2022,370,3
335,9.37,02/28/2022,822,8
336,1.73,02/28/2022,423,8
337,12.55,02/28/2022,992,10
338,7.78,02/28/2022,51,14
339,2.63,02/28/2022,110,13
340,19.76,02/28/2022,383,9
341,19.77,02/28/2022,160,4
342,4.47,02/28/2022,735,10
343,2.52,02/28/2022,110,8
344,18.68,02/28/2022,974,3
345,15.31,02/28/2022,15,5
346,17.91,02/28/2022,519,14
347,17.96,02/28/2022,236,5
348,12.31,02/28/2022,115,14
349,18.44,02/28/2022,439,5
350,12.33,02/28/2022,946,14
351,6.17,02/28/2022,149,9
352,9.19,02/28/2022,334,2
353,16.89,02/28/2022,888,2
354,1.42,02/28/2022,275,11
355,5.44,02/28/2022,551,11
356,16.48,02/28/2022,927,4
357,9.68,02/28/2022,999,8
358,8.4,02/28/2022,355,13
359,9.88,02/28/2022,571,6
360,6.52,02/28/2022,589,10
361,13.29,02/28/2022,571,7
362,4.36,02/28/2022,239,6
363,3.58,02/28/2022,567,12
364,17.33,02/28/2022,93,15
365,19.74,02/28/2022,696,7
366,17.93,02/28/2022,192,2
367,6.3,02/28/2022,251,13
368,15.03,02/28/2022,207,2
369,18.6,02/28/2022,853,13
370,6.76,02/28/2022,170,15
371,14.58,02/28/2022,220,14
372,6.34,02/28/2022,621,4
373,19.82,02/28/2022,692,4
374,18.26,02/28/2022,240,14
375,16.81,02/28/2022,772,10
376,7.64,02/28/2022,247,14
377,13.93,02/28/2022,428,4
378,9.7,02/28/2022,577,15
379,2.82,02/28/2022,156,9
380,9.57,02/28/2022,53,5
381,4.24,02/28/2022,362,11
382,3.57,02/28/2022,611,15
383,18.5,02/28/2022,691,11
384,4.0,02/28/2022,102,9
385,6.77,02/28/2022,781,3
386,5.59,02/28/2022,633,13
387,5.3,02/28/2022,311,1
388,9.7,02/28/2022,912,5
389,15.45,02/28/2022,85,2
390,13.76,02/28/2022,418,5
391,4.63,02/28/2022,574,8
392,16.35,02/28/2022,304,13
393,14.54,02/28/2022,965,15
394,15.8,02/28/2022,342,3
395,19.09,02/28/2022,937,6
396,7.66,02/28/2022,246,3
397,15.95,02/28/2022,69,6
398,14.04,02/28/2022,100,4
399,12.09,02/28/2022,158,12
400,7.45,02/28/2022,978,2
401,1.19,02/28/2022,463,14
402,19.47,02/28/2022,2,13
403,17.58,02/28/2022,880,12
404,19.67,02/28/2022,515,7
405,4.5,02/28/2022,246,5
406,16.38,02/28/2022,229,11
407,1.32,02/28/2022,612,1
408,18.22,02/28/2022,827,10
409,8.88,02/28/2022,608,14
410,18.21,02/28/2022,707,7
411,11.83,02/28/2022,935,15
412,5.54,02/28/2022,217,7
413,9.14,02/28/2022,697,12
414,7.22,02/28/2022,857,15
415,13.56,02/28/2022,152,14
416,4.73,02/28/2022,848,8
417,3.79,02/28/2022,392,2
418,19.41,02/28/2022,363,9
419,4.69,02/28/2022,411,4
420,7.77,02/28/2022,949,5
421,17.13,02/28/2022,221,6
422,12.03,02/28/2022,215,6
423,1.47,02/28/2022,688,13
424,9.5,02/28/2022,13,13
425,19.3,02/28/2022,320,8
426,18.53,02/28/2022,685,5
427,15.2,02/28/2022,764,8
428,15.43,02/28/2022,326,9
429,15.97,02/28/2022,530,2
430,19.23,02/28/2022,301,14
431,11.36,02/28/2022,300,10
432,3.48,02/28/2022,350,3
433,1.32,02/28/2022,197,4
434,13.7,02/28/2022,489,11
435,9.2,02/28/2022,71,14
436,10.99,02/28/2022,260,1
437,5.29,02/28/2022,403,2
438,12.55,02/28/2022,719,9
439,12.62,02/28/2022,583,3
440,1.26,02/28/2022,707,1
441,3.66,02/28/2022,304,10
442,9.7,02/28/2022,611,1
443,4.44,02/28/2022,283,12
444,13.06,02/28/2022,494,2
445,4.72,02/28/2022,265,2
446,8.02,02/28/2022,778,6
447,18.19,02/28/2022,597,5
448,12.85,02/28/2022,204,3
449,8.37,02/28/2022,980,6
450,8.1,02/28/2022,382,12
451,2.33,02/28/2022,995,5
452,12.3,02/28/2022,803,12
453,1.56,02/28/2022,359,12
454,4.11,02/28/2022,663,1
455,15.75,02/28/2022,907,4
456,17.09,02/28/2022,662,14
457,8.26,02/28/2022,297,3
458,10.15,02/28/2022,624,1
459,3.87,02/28/2022,908,1
460,16.46,02/28/2022,499,13
461,1.66,02/28/2022,70,3
462,11.27,02/28/2022,524,2
463,19.95,02/28/2022,83,10
464,1.2,02/28/2022,843,15
465,6.93,02/28/2022,729,4
466,5.78,02/28/2022,373,7
467,8.4,02/28/2022,147,14
468,4.49,02/28/2022,290,2
469,15.89,02/28/2022,753,13
470,16.01,02/28/2022,474,10
471,12.77,02/28/2022,510,1
472,11.67,02/28/2022,948,2
473,2.08,02/28/2022,772,6
474,11.03,02/28/2022,628,15
475,2.42,02/28/2022,764,8
476,5.82,02/28/2022,583,3
477,5.85,02/28/2022,541,14
478,14.34,02/28/2022,86,13
479,10.93,02/28/2022,472,6
480,3.66,02/28/2022,731,10
481,15.82,02/28/2022,363,4
482,18.77,02/28/2022,1000,9
483,9.78,02/28/2022,385,4
484,12.54,02/28/2022,43,13
485,17.22,02/28/2022,339,5
486,9.43,02/28/2022,841,9
487,17.17,02/28/2022,268,11
488,17.31,02/28/2022,833,6
489,15.07,02/28/2022,335,5
490,14.23,02/28/2022,212,8
491,2.28,02/28/2022,287,6
492,14.38,02/28/2022,989,4
493,7.36,02/28/2022,483,11
494,2.62,02/28/2022,838,12
495,15.26,02/28/2022,969,14
496,14.77,02/28/2022,219,12
497,5.95,02/28/2022,436,7
498,14.2,02/28/2022,689,15
499,1.48,02/28/2022,391,13
500,3.77,02/28/2022,126,7
501,1.86,02/28/2022,26,5
502,5.34,02/28/2022,294,6
503,15.7,02/28/2022,557,8
504,3.89,02/28/2022,434,8
505,16.59,02/28/2022,384,8
506,11.96,02/28/2022,411,3
507,2.4,02/28/2022,878,4
508,10.25,02/28/2022,210,10
509,4.88,02/28/2022,425,1
510,7.63,02/28/2022,489,9
511,7.68,02/28/2022,791,10
512,12.51,02/28/2022,869,1
513,10.0,02/28/2022,23,8
514,4.27,02/28/2022,482,6
515,2.05,02/28/2022,196,9
516,2.03,02/28/2022,266,8
517,6.09,02/28/2022,188,1
518,6.4,02/28/2022,787,1
519,19.09,02/28/2022,158,3
520,5.02,02/28/2022,915,1
521,8.72,02/28/2022,542,14
522,12.03,02/28/2022,337,7
523,18.86,02/28/2022,507,3
524,13.68,02/28/2022,410,7
525,1.67,02/28/2022,24,4
526,10.83,02/28/2022,14,4
527,10.72,02/28/2022,305,3
528,13.5,02/28/2022,740,8
529,6.77,02/28/2022,313,10
530,12.83,02/28/2022,887,15
531,17.49,02/28/2022,503,1
532,18.32,02/28/2022,981,5
533,7.1,02/28/2022,124,13
534,6.16,02/28/2022,300,3
535,11.81,02/28/2022,498,10
536,7.65,02/28/2022,507,7
537,8.29,02/28/2022,87,3
538,14.71,02/28/2022,287,3
539,15.09,02/28/2022,512,8
540,11.61,02/28/2022,350,13
541,12.64,02/28/2022,445,14
542,17.17,02/28/2022,257,10
543,5.33,03/01/2022,246,9
544,2.8,03/01/2022,500,7
545,11.91,03/01/2022,804,4
546,4.81,03/01/2022,804,6
547,12.66,03/01/2022,279,15
548,16.92,03/01/2022,940,11
549,8.1,03/01/2022,833,12
550,4.91,03/01/2022,916,11
551,18.63,03/01/2022,560,9
552,1.34,03/01/2022,810,14
553,15.87,03/01/2022,569,12
554,1.46,03/01/2022,128,6
555,18.22,03/01/2022,583,6
556,8.25,03/01/2022,894,7
557,5.29,03/01/2022,472,4
558,5.66,03/01/2022,898,1
559,5.86,03/01/2022,926,9
560,12.65,03/01/2022,874,6
561,9.93,03/01/2022,74,12
562,2.31,03/01/2022,601,11
563,17.61,03/01/2022,466,2
564,19.46,03/01/2022,858,4
565,11.7,03/01/2022,453,5
566,4.29,03/01/2022,619,10
567,3.77,03/01/2022,14,8
568,1.75,03/01/2022,944,10
569,17.92,03/01/2022,2,10
570,1.59,03/01/2022,876,15
571,19.49,03/01/2022,309,3
572,15.52,03/01/2022,116,11
573,6.85,03/01/2022,100,12
574,7.02,03/01/2022,797,1
575,19.19,03/01/2022,831,2
576,2.87,03/01/2022,561,2
577,16.69,03/01/2022,700,1
578,7.84,03/01/2022,416,5
579,13.59,03/01/2022,653,7
580,1.77,03/01/2022,908,15
581,9.18,03/01/2022,931,4
582,8.41,03/01/2022,347,2
583,7.97,03/01/2022,161,10
584,15.74,03/01/2022,59,6
585,16.96,03/01/2022,293,4
586,4.51,03/01/2022,680,11
587,10.92,03/01/2022,707,11
588,15.76,03/01/2022,686,5
589,1.15,03/01/2022,495,5
590,19.33,03/01/2022,905,11
591,16.32,03/01/2022,554,8
592,18.61,03/01/2022,805,8
593,12.91,03/01/2022,234,12
594,16.5,03/01/2022,387,13
595,19.82,03/01/2022,316,10
596,13.44,03/01/2022,594,12
597,13.45,03/01/2022,802,2
598,13.84,03/01/2022,65,1
599,11.7,03/01/2022,42,12
600,9.11,03/01/2022,731,14
601,14.67,03/01/2022,177,9
602,3.13,03/01/2022,495,10
603,7.39,03/01/2022,359,12
604,6.96,03/01/2022,664,9
605,13.01,03/01/2022,726,15
606,4.61,03/01/2022,981,2
607,4.35,03/01/2022,403,2
608,18.86,03/01/2022,302,7
609,18.94,03/01/2022,58,15
610,17.21,03/01/2022,665,10
611,7.17,03/01/2022,40,2
612,3.11,03/01/2022,928,7
613,13.45,03/01/2022,477,2
614,7.78,03/01/2022,493,11
615,10.79,03/01/2022,61,9
616,19.82,03/01/2022,24,8
617,1.96,03/01/2022,146,5
618,18.78,03/01/2022,387,1
619,17.48,03/01/2022,841,2
620,10.72,03/01/2022,308,8
621,6.36,03/01/2022,814,4
622,6.49,03/01/2022,815,12
623,7.62,03/01/2022,842,8
624,8.98,03/01/2022,567,5
625,9.79,03/01/2022,663,8
626,16.17,03/01/2022,176,14
627,9.28,03/01/2022,992,3
628,9.81,03/01/2022,5,8
629,2.74,03/01/2022,126,13
630,7.59,03/01/2022,228,11
631,3.55,03/01/2022,247,14
632,5.79,03/01/2022,290,14
633,9.7,03/01/2022,623,14
634,8.09,03/01/2022,986,5
635,10.03,03/01/2022,307,5
636,15.67,03/01/2022,300,10
637,9.63,03/01/2022,565,12
638,10.44,03/01/2022,388,6
639,17.81,03/01/2022,549,3
640,2.39,03/01/2022,645,5
641,1.78,03/01/2022,691,10
642,17.79,03/01/2022,243,14
643,17.94,03/01/2022,743,6
644,14.88,03/01/2022,245,9
645,4.89,03/01/2022,845,11
646,17.92,03/01/2022,78,1
647,1.17,03/01/2022,223,6
648,3.75,03/01/2022,4,2
649,7.51,03/01/2022,437,5
650,3.49,03/01/2022,53,2
651,3.28,03/01/2022,329,13
652,3.06,03/01/2022,843,14
653,10.48,03/01/2022,1000,8
654,19.13,03/01/2022,222,9
655,8.4,03/01/2022,794,5
656,18.35,03/01/2022,460,4
657,2.69,03/01/2022,403,11
658,14.85,03/01/2022,585,15
659,15.64,03/01/2022,722,4
660,4.29,03/01/2022,156,7
661,5.22,03/01/2022,576,4
662,16.36,03/01/2022,192,10
663,13.63,03/01/2022,552,7
664,9.76,03/01/2022,586,10
665,3.24,03/01/2022,685,4
666,11.83,03/01/2022,171,6
667,16.69,03/01/2022,384,11
668,10.69,03/01/2022,457,4
669,18.69,03/01/2022,46,5
670,1.81,03/01/2022,491,12
671,10.49,03/01/2022,38,10
672,17.23,03/01/2022,191,10
673,3.37,03/01/2022,981,9
674,10.79,03/01/2022,674,14
675,3.71,03/01/2022,771,8
676,12.02,03/01/2022,730,11
677,5.53,03/01/2022,377,7
678,4.55,03/01/2022,377,2
679,5.73,03/01/2022,623,14
680,16.58,03/01/2022,986,3
681,11.41,03/01/2022,513,6
682,12.19,03/01/2022,489,13
683,15.27,03/01/2022,732,11
684,13.99,03/01/2022,303,6
685,14.73,03/01/2022,814,7
686,3.89,03/01/2022,643,8
687,18.64,03/01/2022,525,15
688,17.9,03/01/2022,202,8
689,14.21,03/01/2022,381,2
690,7.61,03/01/2022,186,5
691,9.28,03/01/2022,590,11
692,8.47,03/01/2022,209,8
693,15.82,03/01/2022,762,7
694,17.05,03/01/2022,172,9
695,14.04,03/01/2022,295,2
696,13.35,03/01/2022,952,13
697,19.45,03/01/2022,174,12
698,3.16,03/01/2022,94,7
699,16.18,03/01/2022,633,6
700,14.11,03/01/2022,326,6
701,12.29,03/01/2022,455,14
702,11.52,03/01/2022,158,11
703,16.66,03/01/2022,787,9
704,12.74,03/01/2022,804,7
705,1.79,03/01/2022,223,11
706,11.79,03/01/2022,73,3
707,3.83,03/01/2022,596,4
708,7.21,03/01/2022,302,15
709,10.18,03/01/2022,522,12
710,18.53,03/01/2022,643,4
711,12.04,03/01/2022,914,9
712,19.48,03/01/2022,130,7
713,13.22,03/01/2022,724,10
714,12.88,03/01/2022,886,4
715,11.79,03/01/2022,867,11
716,16.12,03/01/2022,691,5
717,7.36,03/01/2022,943,10
718,18.29,03/01/2022,188,15
719,9.68,03/01/2022,485,1
720,1.28,03/01/2022,282,9
721,10.04,03/01/2022,357,11
722,18.46,03/01/2022,155,8
723,4.75,03/01/2022,949,3
724,10.48,03/01/2022,509,14
725,1.95,03/01/2022,871,7
726,19.19,03/01/2022,744,7
727,14.96,03/01/2022,427,3
728,1.52,03/01/2022,893,8
729,18.45,03/01/2022,869,3
730,18.45,03/01/2022,337,5
731,13.11,03/01/2022,345,14
732,6.69,03/01/2022,458,15
733,6.57,03/01/2022,915,15
734,8.59,03/01/2022,791,11
735,9.47,03/01/2022,827,6
736,10.98,03/01/2022,488,13
737,18.41,03/01/2022,345,7
738,14.04,03/01/2022,34,8
739,8.35,03/01/2022,955,3
740,11.92,03/01/2022,639,15
741,11.96,03/01/2022,852,15
742,11.65,03/01/2022,580,8
743,1.73,03/01/2022,45,3
744,14.74,03/01/2022,642,11
745,12.54,03/01/2022,185,2
746,12.6,03/01/2022,439,13
747,3.64,03/01/2022,648,9
748,4.15,03/01/2022,146,5
749,16.04,03/01/2022,809,14
750,12.74,03/01/2022,552,14
751,3.5,03/01/2022,263,12
752,8.36,03/01/2022,591,13
753,14.13,03/01/2022,121,8
754,2.81,03/01/2022,534,5
755,7.74,03/01/2022,821,10
756,14.44,03/01/2022,201,12
757,8.47,03/01/2022,784,3
758,16.21,03/01/2022,381,3
759,9.24,03/01/2022,43,2
760,3.89,03/01/2022,560,6
761,5.08,03/01/2022,764,6
762,16.95,03/01/2022,704,15
763,9.31,03/01/2022,75,12
764,18.81,03/01/2022,973,12
765,14.63,03/01/2022,539,15
766,1.35,03/01/2022,835,1
767,19.58,03/01/2022,364,10
768,4.15,03/01/2022,144,11
769,17.77,03/01/2022,805,12
770,1.36,03/01/2022,977,4
771,1.09,03/01/2022,782,15
772,15.65,03/01/2022,843,8
773,17.71,03/01/2022,271,11
774,18.44,03/01/2022,663,5
775,16.06,03/01/2022,39,5
776,6.09,03/01/2022,390,9
777,14.67,03/01/2022,68,11
778,8.76,03/01/2022,661,7
779,17.98,03/01/2022,533,13
780,2.27,03/01/2022,843,4
781,11.54,03/01/2022,555,7
782,14.81,03/01/2022,683,2
783,1.77,03/01/2022,433,3
784,10.99,03/01/2022,721,4
785,17.71,03/01/2022,727,3
786,18.24,03/01/2022,851,2
787,2.36,03/01/2022,512,8
788,3.33,03/01/2022,293,3
789,2.99,03/01/2022,940,10
790,18.62,03/01/2022,332,7
791,8.93,03/01/2022,642,10
792,4.67,03/01/2022,605,10
793,19.76,03/01/2022,497,6
794,9.48,03/01/2022,7,10
795,13.41,03/01/2022,632,2
796,17.21,03/01/2022,168,1
797,3.68,03/01/2022,884,12
798,4.98,03/01/2022,220,14
799,15.2,03/01/2022,620,13
800,8.64,03/02/2022,370,11
801,12.7,03/02/2022,630,14
802,13.44,03/02/2022,134,11
803,18.26,03/02/2022,438,3
804,14.89,03/02/2022,239,7
805,17.4,03/02/2022,664,13
806,13.71,03/02/2022,625,5
807,11.91,03/02/2022,349,1
808,6.53,03/02/2022,607,7
809,14.37,03/02/2022,246,8
810,2.48,03/02/2022,398,8
811,5.11,03/02/2022,314,11
812,15.0,03/02/2022,636,11
813,15.08,03/02/2022,819,4
814,1.94,03/02/2022,946,9
815,15.21,03/02/2022,263,14
816,13.86,03/02/2022,657,4
817,15.93,03/02/2022,638,12
818,16.97,03/02/2022,969,14
819,4.43,03/02/2022,420,2
820,18.45,03/02/2022,893,11
